03:58:42,2.691073e-02,2.346530e-02,2.342527e-02,2.341658e-02,2.345452e-02,2.340767e-02,2.344769e-02,2.342260e-02,2.344436e-02,2.342579e-02,2.342501e-02,2.337260e-02,2.339224e-02,2.339777e-02,2.341180e-02,2.339701e-02,2.345185e-02,2.344086e-02,2.337844e-02,2.344812e-02
04:02:26,1.106153e-02,2.608793e-02,1.099840e-02,1.094541e-02,1.093670e-02,1.098352e-02,1.096184e-02,1.096758e-02,1.100668e-02,1.096453e-02,1.098336e-02,1.096405e-02,1.097071e-02,1.098149e-02,1.097921e-02,1.096053e-02,1.099602e-02,1.095499e-02,1.098726e-02,1.096377e-02
04:06:23,2.546999e-01,2.510561e-01,2.230550e-01,2.530055e-01,3.648991e-01,3.351492e-01,3.368599e-01,3.908051e-01,3.648527e-01,3.348510e-01,2.611320e-01,3.839641e-01,3.628475e-01,3.369650e-01,3.648359e-01,3.348791e-01,3.918746e-01,3.648838e-01,3.628271e-01,3.369133e-01
04:09:58,9.947303e-01,2.592722e-02,2.593118e-02,5.390069e-02,2.590253e-02,2.592128e-02,1.088101e-02,2.389045e-02,5.592531e-02,2.588535e-02,2.592033e-02,2.593567e-02,1.091188e-02,2.589199e-02,2.389491e-02,4.260105e+00,2.590317e-02,2.590108e-02,2.595240e-02,2.393070e-02
04:12:12,2.669235e-02,2.343015e-02,2.345898e-02,2.338320e-02,2.342818e-02,2.347938e-02,2.346311e-02,2.344728e-02,2.342370e-02,2.340424e-02,2.341368e-02,2.341168e-02,2.338170e-02,2.342002e-02,2.344420e-02,2.342447e-02,2.343897e-02,2.342682e-02,2.341312e-02,2.341470e-02
04:18:10,1.712161e-02,1.398923e-02,1.403603e-02,1.398724e-02,1.406150e-02,1.395420e-02,1.400181e-02,1.397446e-02,1.398793e-02,1.401288e-02
04:19:17,1.730951e-02,1.408378e-02,1.405994e-02,1.405367e-02,1.404626e-02,1.408383e-02,1.404441e-02,1.404889e-02,1.402554e-02,1.406987e-02
04:19:50,1.725804e-02,1.411322e-02,1.404241e-02,1.412703e-02,1.403023e-02,1.411455e-02,1.403604e-02,1.412713e-02,1.403742e-02,1.409174e-02
04:20:30,4.526560e-01,6.086174e-02,7.969782e-02,3.288804e-02,5.169534e-02,3.289619e-02,1.916673e-01,7.967705e-02,3.286974e-02,5.167989e-02
04:20:58,3.368971e-01,1.386557e-01,1.106847e-01,2.543762e-01,1.107084e-01,8.646271e-02,1.367032e-01,1.124511e-01,8.652835e-02,8.444536e-02
04:21:31,1.820991e-01,3.018459e-02,3.023834e-02,1.161313e-01,4.636117e-02,3.016941e-02,3.016583e-02,3.014948e-02,3.031634e-02,3.015364e-02
04:23:09,2.472806e-02,1.940415e-02,1.937354e-02,1.935881e-02,1.929404e-02,1.933590e-02,1.934271e-02,1.931384e-02,1.938781e-02,1.937782e-02
04:23:31,2.465224e-02,1.935534e-02,1.928615e-02,1.926123e-02,1.932694e-02,1.932874e-02,1.925402e-02,1.924766e-02,1.926452e-02,1.922799e-02
04:24:21,2.496976e-02,1.949314e-02,1.931427e-02,1.937001e-02,1.935417e-02,1.932775e-02,1.933721e-02,1.935606e-02,1.936487e-02,1.934324e-02
04:27:55,4.431417e+01,1.579301e+01,3.864006e+00,3.920089e+00,3.851071e+00,3.555940e+00,3.752002e+00,3.555998e+00,2.616863e+01,3.885583e+01
